	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_C	param_l1_ratio	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	split5_train_score	split6_train_score	split7_train_score	split8_train_score	split9_train_score	mean_train_score	std_train_score	Iteration
0	43.46033058166504	1.9794524320303621	0.36266226768493653	0.037297034738778836	1e-05	0.1	{'C': 1e-05, 'l1_ratio': 0.1}	0.9507571168988492	0.937976983646275	0.943374515503876	0.9357437015503876	0.9288897027406458	0.907465055240188	0.9266923029970091	0.9154001098699872	0.9224806201550387	0.9761948361106024	0.9344974944712859	0.01851416074376173	2	0.9406579530849537	0.9407962479988575	0.941867247112303	0.9450916667167742	0.943629448009402	0.9457013370781032	0.9422995039932114	0.9449849245476426	0.9424572048646964	0.9381534729862163	0.9425639006392161	0.0022361926671103983	0
1	43.19881465435028	1.82822590007919	0.34131946563720705	0.02704601560057863	1e-05	0.23333333333333334	{'C': 1e-05, 'l1_ratio': 0.23333333333333334}	0.9507571168988491	0.937976983646275	0.9433139534883721	0.9357437015503876	0.9288897027406458	0.9072819385948848	0.9266923029970091	0.9154001098699872	0.9224806201550387	0.9761948361106024	0.9344731266052053	0.01853806273750017	29	0.9406504370570241	0.9407804643402055	0.9418649922734188	0.9450901634908514	0.9436377085312417	0.9457065937738194	0.942308515471582	0.9449796678519263	0.9424624615604125	0.9381542239427471	0.942563522829323	0.0022382747413161245	0
2	42.76167192459106	1.6381722582420972	0.15723299980163574	0.1918097431224197	1e-05	0.3666666666666667	{'C': 1e-05, 'l1_ratio': 0.3666666666666667}	0.9506965475469412	0.937976983646275	0.943313953488372	0.9357437015503876	0.9288897027406458	0.9073429774766526	0.9267533418787768	0.9153390709882195	0.9224806201550387	0.9761337972288348	0.9344670696700144	0.018513803167244682	38	0.9406541950709888	0.9407842223541703	0.9418522148530747	0.9450916667167742	0.9436399614008344	0.9457050918607577	0.9423040097323966	0.9449909321998896	0.9424654653865361	0.9381512201166236	0.9425638979692046	0.0022399728030254133	0
3	42.24622046947479	1.5879072097228468	0.004886412620544433	0.0008487350441207163	1e-05	0.5	{'C': 1e-05, 'l1_ratio': 0.5}	0.950757116898849	0.937976983646275	0.943313953488372	0.9357437015503876	0.9288897027406458	0.9073429774766526	0.9267533418787768	0.9154001098699872	0.9224806201550387	0.9761948361106024	0.9344853343815588	0.018526560276592986	9	0.9406489338514381	0.9407827191485842	0.9418567245308431	0.9450871570390058	0.9436377085312416	0.9457073447303503	0.942301756862804	0.9449781659388646	0.9424609596473509	0.9381557258558089	0.9425617196136292	0.0022378757974473194	0
4	42.25102732181549	1.7766048376520667	0.005893111228942871	0.0016937040235850721	1e-05	0.6333333333333333	{'C': 1e-05, 'l1_ratio': 0.6333333333333333}	0.950757116898849	0.937976983646275	0.943374515503876	0.9357437015503876	0.9288897027406458	0.9073429774766526	0.9267533418787768	0.9153390709882195	0.9224806201550387	0.9761948361106024	0.9344852866949325	0.018535751912889302	12	0.9406384114123367	0.9407767063262407	0.9418552213049203	0.9450871570390058	0.9436324518355255	0.945702838991165	0.9423040097323968	0.9449766640258028	0.9424549519951038	0.9381564768123398	0.9425584889474836	0.0022381083384270155	0
5	41.98494408130646	1.6360419501441643	0.0050378084182739254	0.0008753061619261593	1e-05	0.7666666666666666	{'C': 1e-05, 'l1_ratio': 0.7666666666666666}	0.9507571168988491	0.937976983646275	0.943374515503876	0.9357437015503876	0.9288897027406458	0.9073429774766526	0.9267533418787768	0.9153390709882195	0.9224806201550387	0.9761948361106024	0.9344852866949325	0.01853575191288931	12	0.9406444242346805	0.9407834707513774	0.9418507116271518	0.9451006860723111	0.9436324518355255	0.945702838991165	0.9423010059062731	0.944987928373766	0.9424632125169434	0.9381467143774382	0.9425613444686632	0.0022418654312345286	0
6	41.76824018955231	1.5661733807235707	0.005008411407470703	0.0006154677956238674	1e-05	0.9	{'C': 1e-05, 'l1_ratio': 0.9}	0.950817686250757	0.937976983646275	0.9432533914728682	0.9357437015503876	0.9288897027406458	0.9073429774766526	0.9267533418787768	0.9154001098699872	0.9224806201550387	0.9761948361106024	0.9344853351151992	0.018529013675678777	8	0.9406406662207156	0.9407797127374127	0.9418431954975377	0.9450849022001214	0.9436414633138961	0.9457080956868813	0.9422949982540261	0.9449736601996793	0.9424511972124494	0.9381429595947839	0.9425560850917503	0.002241432271324173	0
7	43.403900790214536	1.8419796343206811	0.005168318748474121	0.0016125553470102889	0.00025118864315095795	0.1	{'C': 0.00025118864315095795, 'l1_ratio': 0.1}	0.950817686250757	0.937976983646275	0.943374515503876	0.9357437015503876	0.9288897027406458	0.9073429774766526	0.9266923029970091	0.9154001098699872	0.9224806201550387	0.9761948361106024	0.9344913436301232	0.018537339244860982	5	0.9406406662207157	0.940787980368135	0.9418604825956503	0.9450894118778901	0.9436437161834887	0.9457013370781032	0.9423047606889277	0.9449834226345808	0.9424624615604126	0.9381647373341794	0.9425638976542083	0.002236501828459419	0
8	43.184204769134524	1.8036571059920854	0.0046643495559692385	0.0003948945581080822	0.00025118864315095795	0.23333333333333334	{'C': 0.00025118864315095795, 'l1_ratio': 0.23333333333333334}	0.950817686250757	0.937976983646275	0.943374515503876	0.9358042635658914	0.9288897027406458	0.9073429774766526	0.9267533418787768	0.9154001098699872	0.9224806201550387	0.9761948361106024	0.9345035037198504	0.018535196192155545	1	0.9406421694263016	0.9407894835737209	0.94187100517711	0.9450954247815814	0.9436444671400196	0.9457050918607578	0.9422980020801497	0.9449856755041736	0.9424549519951038	0.9381549748992779	0.9425641246438199	0.002239446866093526	0
9	43.23373637199402	1.8395729269494274	0.0046175956726074215	0.00012698305131471585	0.00025118864315095795	0.3666666666666667	{'C': 0.00025118864315095795, 'l1_ratio': 0.3666666666666667}	0.950817686250757	0.937976983646275	0.943374515503876	0.9357437015503876	0.9288897027406458	0.9074040163584203	0.9266923029970091	0.9154001098699872	0.9224806201550387	0.9761948361106024	0.9344974475182999	0.018528406850394762	3	0.9406609594961254	0.9407827191485842	0.9418559729178817	0.9450871570390057	0.9436474709661431	0.9457065937738194	0.9422995039932114	0.9449781659388647	0.9424572048646964	0.9381497182035617	0.9425625466341895	0.002238467702688132	0
