	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_C	param_l1_ratio	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	split5_train_score	split6_train_score	split7_train_score	split8_train_score	split9_train_score	mean_train_score	std_train_score	Iteration
0	0.15379889011383058	0.024386545794725965	0.002190256118774414	0.0007516533590528459	1e-05	0.1	{'C': 1e-05, 'l1_ratio': 0.1}	0.8765243902439024	0.9134146341463415	0.8143292682926829	0.7626641651031896	0.8736710444027518	0.775	0.8500000000000001	0.8625	0.8125	0.85	0.8390603502188869	0.0449176660448497	13	0.8404905150715207	0.8307370004297379	0.8489855116950089	0.8491651106553614	0.8408276959808993	0.8436251626234025	0.8364276421519858	0.840858651565011	0.8364008571209918	0.8420142343307568	0.8409532381624676	0.005348202380860043	0
1	0.08051254749298095	0.009894057703486074	0.0017047166824340821	0.0007231657495866686	1e-05	0.3666666666666667	{'C': 1e-05, 'l1_ratio': 0.3666666666666667}	0.7134146341463414	0.7006097560975609	0.7759146341463414	0.7338961851156973	0.6819887429643527	0.6875	0.7125	0.7	0.75	0.6375	0.7093323952470294	0.036420497833343224	14	0.7184756584197924	0.7087451654490761	0.7297179077905335	0.7414636199455141	0.7191986286693808	0.7355207775311854	0.7170429325782506	0.7214203719292875	0.7018405142725951	0.7199701538226065	0.7213395730408221	0.011172472061769153	0
2	0.01832578182220459	0.002740956250036094	0.002453780174255371	0.0012365761466598076	1e-05	0.6333333333333333	{'C': 1e-05, 'l1_ratio': 0.6333333333333333}	0.7003048780487805	0.6384146341463415	0.7503048780487804	0.7076297686053783	0.6685428392745466	0.6875	0.6875	0.6625	0.675	0.6499999999999999	0.6827696998123827	0.030407424879099615	15	0.6847949536497022	0.6889618761127141	0.6764611087236785	0.6855620006734213	0.6869547583335884	0.6862898905640162	0.6848396724573352	0.6863702456569986	0.6863434606260045	0.6891903267773781	0.6855768293574838	0.0033524855718354445	0
3	0.010921645164489745	0.001971598699909706	0.002351212501525879	0.0015252376231424253	1e-05	0.9	{'C': 1e-05, 'l1_ratio': 0.9}	0.6503048780487805	0.6384146341463415	0.7253048780487805	0.6948092557848655	0.6557223264540338	0.7	0.675	0.675	0.65	0.6625	0.6727055972482802	0.025683771667257917	16	0.6694088034870158	0.6679891337712567	0.6652188593529376	0.6674178885181671	0.6716152927852093	0.6764329991581848	0.6638899517869442	0.6792798653095584	0.6875793984847325	0.6876597535777149	0.6736491946231721	0.008301185901494946	0
4	0.9512476921081543	0.03476016448577375	0.0014002084732055663	0.00011774013489597478	0.0021544346900318843	0.1	{'C': 0.0021544346900318843, 'l1_ratio': 0.1}	0.8518292682926829	0.8890243902439025	0.8643292682926829	0.7895559724828017	0.8627267041901188	0.8125	0.8500000000000001	0.9125000000000001	0.8374999999999999	0.825	0.8494965603502189	0.03411486792211219	2	0.8726824851126527	0.8546641905580453	0.8547792989133771	0.8700947381309498	0.8534964339281887	0.8633389454350655	0.8562217800566312	0.8535624091222163	0.8603581541287213	0.861754802173414	0.8600953237559261	0.006563192349642671	0
5	0.9153070688247681	0.03759603214807512	0.0013674497604370117	4.128102548245233e-05	0.0021544346900318843	0.3666666666666667	{'C': 0.0021544346900318843, 'l1_ratio': 0.3666666666666667}	0.8518292682926829	0.8890243902439025	0.8643292682926829	0.7895559724828017	0.8627267041901188	0.8125	0.8500000000000001	0.9125000000000001	0.8374999999999999	0.825	0.8494965603502189	0.03411486792211219	2	0.8699122106943336	0.8574344649763644	0.8575495733316962	0.8687211117573235	0.8534964339281887	0.8633389454350655	0.8576184281013239	0.8507958980638249	0.8603581541287213	0.861754802173414	0.8600980022590257	0.005777890081990509	0
6	0.8948638916015625	0.023865918105800615	0.0013364553451538086	6.634510518235397e-05	0.0021544346900318843	0.6333333333333333	{'C': 0.0021544346900318843, 'l1_ratio': 0.6333333333333333}	0.8518292682926829	0.8890243902439025	0.8643292682926829	0.7767354596622889	0.8627267041901188	0.8125	0.8500000000000001	0.9125000000000001	0.8374999999999999	0.825	0.8482145090681674	0.036500834617801604	12	0.8699122106943336	0.8574344649763644	0.860296826078949	0.8701138694174906	0.8535155652147296	0.8647355934797581	0.8548787020739267	0.8521925461085176	0.861754802173414	0.8645480982627994	0.8609382678480284	0.006114173557041028	0
7	0.890146803855896	0.03154365036296782	0.001346921920776367	3.85028215711895e-05	0.0021544346900318843	0.9	{'C': 0.0021544346900318843, 'l1_ratio': 0.9}	0.8518292682926829	0.9015243902439025	0.8643292682926829	0.7895559724828017	0.8627267041901188	0.8125	0.8500000000000001	0.9125000000000001	0.8374999999999999	0.825	0.8507465603502189	0.035731026966452695	1	0.8699122106943336	0.8588080913499908	0.8616934741236417	0.8701138694174906	0.8535155652147296	0.8688987525828422	0.8576719981633121	0.8521925461085176	0.8590150761460167	0.8645480982627994	0.8616369682063676	0.006223351354650334	0
8	0.9724251747131347	0.021142816172559857	0.0014400959014892578	0.00022733232896231655	0.4641588833612782	0.1	{'C': 0.4641588833612782, 'l1_ratio': 0.1}	0.8518292682926829	0.8890243902439025	0.8643292682926829	0.7895559724828017	0.8627267041901188	0.8125	0.8500000000000001	0.9125000000000001	0.8374999999999999	0.825	0.8494965603502189	0.03411486792211219	2	0.8726824851126527	0.8546641905580453	0.8547792989133771	0.8687019804707827	0.8548700603018151	0.8633389454350655	0.8562217800566312	0.8521657610775235	0.8589882911150226	0.861754802173414	0.859816759521433	0.006396707537080606	0
9	0.9837630271911622	0.029813444038927744	0.0014138221740722656	0.00022992104307966541	0.4641588833612782	0.3666666666666667	{'C': 0.4641588833612782, 'l1_ratio': 0.3666666666666667}	0.8518292682926829	0.8890243902439025	0.8643292682926829	0.7895559724828017	0.8627267041901188	0.8125	0.8500000000000001	0.9125000000000001	0.8374999999999999	0.825	0.8494965603502189	0.03411486792211219	2	0.8726824851126527	0.8546641905580453	0.8547792989133771	0.8687019804707827	0.8548700603018151	0.8633389454350655	0.8562217800566312	0.8521657610775235	0.8589882911150226	0.861754802173414	0.859816759521433	0.006396707537080606	0
